	Japanese	English	Japanese Example	English Sentence	speaking score	listening score
748	きれる	run out, expire, can cut	この はさみ は よく <b>きれます</b> ね	These scissors cut well.	0	0
749	ドラマ	drama, theater, soap opera	わたし は <b>どらま</b> を みる の が すき です	I like to watch TV dramas.	0	0
750	きって	postage stamp	ゆうびんきょく で <b>きって</b> を かいました	I bought a stamp at the post office.	0	0
751	うりきれる	be sold out, go out of stock	その ほん は すぐ <b>うりきれた</b>	The book sold out quickly.	0	0
752	うりきれ	sellout, sold out	ちけっと は もう <b>うりきれ</b> だって	The tickets have sold out already.	0	0
753	たいせつ	important, valuable	これ は はは が <b>たいせつ</b> に して いた ゆびわ です	This is a ring that meant a lot to my mother.	0	0
754	ビザ	visa	がくせい <b>びざ</b> を もって います	He has a student visa.	0	0
755	きっぷ	ticket	とうきょう まで の <b>きっぷ</b> を かった	I bought a ticket to Tokyo.	0	0
756	にゅうじょうけん	entrance ticket	<b>にゅうじょうけん</b> は さんぜんえん です	The admission ticket is 3,000 yen.	0	0
757	かみ	superiors, people in authority@god, spirit@paper@hair, hairstyle	お<b>かみ</b> は なに を かんがえて る ん だろう ね@かれ は <b>かみ</b> を しんじて いる@<b>かみ</b> と えんぴつ は あります か@きのう <b>かみ</b> を きりました	What is the government planning on?@He believes in God.@Do you have paper and pencil?@I had my hair cut yesterday.	0	0
758	なくなる	die, pass away@disappear, run short, get lost	おととい むかし の ゆうじん が <b>なくなった</b>@もう おかね が <b>なくなりました</b>	An old friend died the day before yesterday.@I've run out of money already.	0	0
759	やちん	rent	ここ の <b>やちん</b> は じゅうにまんえん です	The rent here is 120,000 yen.	0	0
760	じだい	age, antiquity	いま は べんりさ と すぴーど の <b>じだい</b> だ	This is the age of convenience and speed.	0	0
761	ポケット	pocket	さいふ を <b>ぽけっと</b> に しまった	I put my wallet in my pocket.	0	0
762	ゆび	finger, toe	かれ は <b>ゆび</b> が ふとい	His fingers are fat.	0	0
763	けってい	decision, settlement	かいぎ で じゅうよう な <b>けってい</b> が ありました	An important decision was made at the conference.	0	0
764	そろそろ	soon, quietly	<b>そろそろ</b> はじめましょう か	It's about time to begin.	0	0
765	いってい	constant, standard	もうしこむ に は <b>いってい</b> の しかく が いる	You need certain qualifications to apply.	0	0
766	ていきけん	commuter's pass	<b>ていきけん</b> は いちまんにせんえん でした	The commuter pass was 1,2000 yen.	0	0
767	かわる	substitute, be substituted for@change	じょうし に <b>かわって</b> かいぎ に でた@しんごう が あお に <b>かわりました</b>。	I attended the conference in place of my boss.@The traffic light turned green.	0	0
768	よてい	schedule, plan	きょう の <b>よてい</b> を おしえて ください	Please tell me what your schedule is for today.	0	0
769	あく	evil, badness@become available or vacant@open	かれ は <b>あく</b> を にくんで います@うしろ の せき が <b>あいて います</b>@でんしゃ の どあ が <b>あきました</b>	He hates evil.@The rear seat is empty.@The train door opened.	0	0
770	てんきよほう	weather forecast	あした の <b>てんきよほう</b> は あめ です	Rain is forecast for tomorrow.	0	0
771	ぶどう	grapes	わたし は <b>ぶどう</b> が すき です	I like grapes.	0	0
772	よしゅう	preparation, previewing (a lesson)	あした の <b>よしゅう</b> を しましょう	Let's prepare for tomorrow.	0	0
773	よやく	reservation, subscription	れすとらん を <b>よやく</b> しました	I made a reservation at the restaurant.	0	0
774	やくそく	promise, vow	<b>やくそく</b> は まもります	I keep my promises.	0	0
775	めったに	rarely	かのじょ は <b>めったに</b> おこりません 。	She rarely gets angry.	0	0
776	たいへん	awful, serious	<b>たいへん</b> な こと が おこりました	A terrible thing happened.	0	0
777	へんか	change	ことし は <b>へんか</b> の おおい とし でした	There was a lot of change this year.	0	0
778	きょうか	strengthening	くに は こくご きょういく を <b>きょうか</b> して います	Our government is strengthening its program in native language education.	0	0
779	クリスマス	Christmas	<b>くりすます</b> に は けーき を たべます	We eat cake at Christmas.	0	0
780	ぶんか	culture	わたし は この くに の <b>ぶんか</b> を べんきょう して います	I'm studying this country's culture.	0	0
781	ふえる	increase, accrue	この まち は じんこう が <b>ふえた</b>	The population has increased in this town.	0	0
782	おこる	get angry, scold@happen	かのじょ が うそ を ついた の で かれ は <b>おこった</b>@まち で だいじけん が <b>おこりました</b>	He was angry because she lied to him.@There was a major incident in town.	0	0
783	ふやす	increase, add	あの まち は みどり を <b>ふやして います</b>	That town is increasing its greenery.	0	0
784	ネクタイ	tie, necktie	ちちのひ に <b>ねくたい</b> を ぷれぜんと した	I gave him a tie on Father's Day.	0	0
785	へらす	decrease, reduce	さいきん しょくじ を <b>へらして います</b>	I've been eating less recently.	0	0
786	のりもの	vehicle, conveyance	じてんしゃ は べんり な <b>のりもの</b> です	Bicycles are a convenient form of transport.	0	0
787	バイオリン	violin	かのじょ は <b>ばいおりん</b> を ならって います	She's learning the violin.	0	0
788	きもの	clothes, kimono	かのじょ は <b>きもの</b> が よく にあいます	She looks good in a kimono.	0	0
789	したぎ	underwear	わたし は <b>したぎ</b> を て で あらう	I wash my underwear by hand.	0	0
790	パスポート	passport	<b>ぱすぽーと</b> が みつからない	I can't find my passport.	0	0
791	うわぎ	coat, jacket	あつい の で <b>うわぎ</b> を ぬぎました	I took my jacket off because it was hot.	0	0
792	きせる	dress, put on clothes	むすめ に かわいい どれす を <b>きせた</b>	I dressed my daughter in a cute dress.	0	0
793	ぬぐ	remove clothes, take off	くつ を <b>ぬいで</b> ください	Please take off your shoes.	0	0
794	たちば	standpoint, position	かのじょ は じぶん の <b>たちば</b> を わかって いない	She doesn't understand her position.	0	0
795	バッグ	bag	わたし は くろい <b>ばっぐ</b> を もって います	I have a black bag.	0	0
796	めだつ	stand out, be conspicuous	かのじょ の おおき な ぼうし は とても <b>めだつ</b>	Her big hat really stands out.	0	0
797	やくにたつ	be useful, be helpful	わたし は ひとびと の <b>やくにたちたい</b> と おもって います	I want to be of service to others.	0	0
798	しゅっせき	attendance, presence	ごご は かいぎ に <b>しゅっせき</b> します	I'll attend a meeting in the afternoon.	0	0
799	ゴム	elastic	<b>ごむ</b> が のびて しまった	The elastic has gone loose.	0	0
800	けっせき	absence, nonattendance	かぜ の ため きょう は <b>けっせき</b> します	I'll be absent today because of a cold.	0	0
801	じなん	second son	<b>じなん</b> は いま かいがい に います	My second son is abroad now.	0	0
802	じじょ	second daughter	うち の <b>じじょ</b> は はる から ちゅうがくせい です	Our second daughter is going into junior high this spring.	0	0
803	ギター	guitar	かのじょ は <b>ぎたー</b> が とくい です	She's good at the guitar.	0	0
804	はこぶ	carry, transport	いす を にかい に <b>はこんで</b> ください	Please carry the chair to the second floor.	0	0
805	うんてん	drive	ちち は あんぜん <b>うんてん</b> だ	My father drives safely.	0	0
806	かいだん	conversation, meeting@steps, flight of stairs	<b>かいだん</b> の ないよう が はっぴょう されました@わたしたち は えき の <b>かいだん</b> を かけあがった	The content of the talks was announced.@We ran up the station steps.	0	0
807	うんてんしゅ	driver	かれ は たくしー の <b>うんてんしゅ</b> です	He's a taxi driver.	0	0
808	ころぶ	tumble down, fall over	おばあちゃん が おふろば で <b>ころんだ</b>	My grandma fell down in the bathroom.	0	0
809	さめる	cool off, subside@awake, wake up	かれ へ の きもち が <b>さめた</b>@けさ は ろくじ に め が <b>さめた</b>	My feelings for him have died down.@I woke up at six o'clock this morning.	0	0
810	セーター	sweater, pullover	この <b>せーたー</b> は うーる だ	This sweater is made of wool.	0	0
811	うごき	movement, motion	まず あいて の <b>うごき</b> を みましょう	First, watch your opponent's moves.	0	0
812	うんどう	movement, exercise	かれ は もっと <b>うんどう</b> した ほう が いい	He should exercise more.	0	0
813	やっぱり	just as I thought, after all	<b>やっぱり</b> たび が だいすき だ	I just love to travel.	0	0
814	かつどう	activity	かれ は ちいき の <b>かつどう</b> に さんか した	He took part in local activities.	0	0
815	どうぶつ	animal	わたし は <b>どうぶつ</b> が だいすき です	I love animals.	0	0
816	うごかす	move, operate	へや の かぐ を <b>うごかしました</b>	I moved the furniture in the room.	0	0
