	Kanji	English	Example Sentence	Example Sentence Reading	English Sentence	writing score	Reading	reading score
1817	寂しい	"lonely, desolate, sad"	これは<b>寂しい</b>曲ですね。	これ は <b>さびしい</b> きょく です ね	This is a sad song.	0	さびしい	0
1818	丁寧	"polite, courteous, careful"	彼女はいつも<b>丁寧</b>に仕事をします。	かのじょ は いつも <b>ていねい</b> に しごと を します	She always works carefully.	0	ていねい	0
1819	可哀相	"poor, pitiable"	その<b>可哀相</b>な子供たちは食べるものがない。	その <b>かわいそう</b> な こどもたち は たべる もの が ない	Those poor children have nothing to eat.	0	かわいそう	0
1820	てんぷら	"tempura, Japanese deep-fried breaded food"	私はえびの<b>てんぷら</b>が好きです。	わたし は えび の <b>てんぷら</b> が すき です	I like shrimp tempura.	0	てんぷら	0
1821	怪我	injury	彼女は腕を<b>怪我</b>した。	かのじょ は うで を <b>けが</b>した	She injured her arm.	0	けが	0
1822	我慢	"patience, self-restraint"	彼のわがままには<b>我慢</b>できません。	かれ の わがまま に は <b>がまん</b> できません	I can't put up with his selfishness.	0	がまん	0
1823	幼稚園	kindergarten	娘は<b>幼稚園</b>に通っています。	むすめ は <b>ようちえん</b> に かよって います	My daughter goes to kindergarten.	0	ようちえん	0
1824	隠れる	"hide, disappear"	太陽が雲に<b>隠れた</b>。	たいよう が くも に <b>かくれた</b>	The sun hid behind the clouds.	0	かくれる	0
1825	とんとん	tapping	母の肩を<b>とんとん</b>たたいた。	はは の かた を <b>とんとん</b> たたいた	I patted my mother's shoulders as a massage.	0	とんとん	0
1826	日陰	the shade	暑いので<b>日陰</b>で休みましょう。	あつい の で <b>ひかげ</b> で やすみましょう	It's hot so let's take a rest in the shade.	0	ひかげ	0
1827	随分	"extremely, considerably"	<b>随分</b>早く終わったね。	<b>ずいぶん</b> はやく おわった ね	"You finished really early, didn't you?"	0	ずいぶん	0
1828	頑張る	"persist, be tenacious"	明日の試験、<b>頑張って</b>ね。	あした の しけん <b>がんばって</b> ね	Good luck on tomorrow's exam.	0	がんばる	0
1829	頃	time	子供の<b>頃</b>、よくその公園で遊んだ。	こども の <b>ころ</b> よく その こうえん で あそんだ	I often played in that park when I was a kid.	0	ころ	0
1830	にんじん	carrot	私は<b>にんじん</b>が嫌いだ。	わたし は <b>にんじん</b> が きらい だ	I hate carrots.	0	にんじん	0
1831	この頃	"now, these days, recently"	<b>この頃</b>、よく肩が凝る。	<b>このごろ</b> よく かた が こる	These days I often get stiff shoulders.	0	このごろ	0
1832	消防署	fire station	この町には<b>消防署</b>が1つしかありません。	この まち に は <b>しょうぼうしょ</b> が ひとつ しか ありません	There's only one fire station in this town.	0	しょうぼうしょ	0
1833	尋ねる	"inquire, search for"	彼女は道を<b>尋ねた</b>。	かのじょ は みち を <b>たずねた</b>	She asked for directions.	0	たずねる	0
1834	親切	"kind, friendly@kindness"	<b>親切</b>にしてくださってどうもありがとうございます。@ご<b>親切</b>は決して忘れません。	<b>しんせつ</b> に して くださって どうも ありがとう ございます@ご<b>しんせつ</b> は けっして わすれません	Thank you for being so kind to me.@I will never forget your kindness.	0	しんせつ@しんせつ	0
1835	缶詰	"canned goods, cooping-up"	<b>缶詰</b>のフルーツはとても甘い。	<b>かんづめ</b> の ふるーつ は とても あまい	Canned fruit is very sweet.	0	かんづめ	0
1836	ぬるい	"tepid, lukewarm"	風呂が<b>ぬるかった</b>。	ふろ が <b>ぬるかった</b>	The bath was lukewarm.	0	ぬるい	0
1837	缶	"can, tin"	コーヒーはその<b>缶</b>に入っています。	こーひー は その <b>かん</b> に はいって います	The coffee is in that can.	0	かん	0
1838	腐る	"rot, corrode"	リンゴが<b>腐っている</b>。	りんご が <b>くさって いる</b>	This apple's rotten.	0	くさる	0
1839	豆腐	tofu	私は毎日<b>豆腐</b>を食べます。	わたし は まいにち <b>とうふ</b> を たべます	I eat tofu every day.	0	とうふ	0
1840	床	floor	<b>床</b>がぬれている。	<b>ゆか</b> が ぬれて いる	The floor is wet.	0	ゆか	0
1841	パーセント	percent	この村の80<b>パーセント</b>は老人です。	この むら の はちじゅっ<b>ぱーせんと</b> は ろうじん です	Eighty percent of the people in this village are elderly.	0	パーセント	0
1842	床屋	"barber, barbershop"	昨日<b>床屋</b>で髪を切った。	きのう <b>とこや</b> で かみ を きった	Yesterday I had my hair cut at the barber's.	0	とこや	0
1843	畳	"tatami, mat"	そのホテルには<b>畳</b>の部屋がある。	その ほてる に は <b>たたみ</b> の へや が ある	That hotel has tatami rooms.	0	たたみ	0
1844	畳む	"fold, shut"	布団を<b>畳んで</b>ください。	ふとん を <b>たたんで</b> ください	Please fold up the futon.	0	たたむ	0
1845	干す	"dry, desiccate"	母は洗濯物を<b>干して</b>います。	はは は せんたくもの を <b>ほして</b> います	My mother's hanging out the laundry to dry.	0	ほす	0
1846	ひざ	knee	スキーで<b>ひざ</b>を怪我しました。	すきー で <b>ひざ</b> を けがしました	I injured my knee skiing.	0	ひざ	0
1847	帽子	"cap, hat"	暑いので<b>帽子</b>を被りましょう。	あつい の で <b>ぼうし</b> を かぶりましょう	You should wear a hat because it's hot.	0	ぼうし	0
1848	是非	"by all means, at any cost"	<b>是非</b>、うちに来てください。	<b>ぜひ</b> うち に きて ください	By all means come to my house.	0	ぜひ	0
1849	敬語	"honorific language, polite speech"	お客様には<b>敬語</b>を使いなさい。	おきゃくさま に は <b>けいご</b> を つかいなさい	Use polite language to customers.	0	けいご	0
1850	尊敬	"respect, esteem, honor"	祖父は家族みんなに<b>尊敬</b>されています。	そふ は かぞく みんな に <b>そんけい</b> されて います	My grandfather is respected by the whole family.	0	そんけい	0
1851	ひじ	elbow	彼は<b>ひじ</b>に怪我をした。	かれ は <b>ひじ</b> に けが を した	He injured his elbow.	0	ひじ	0
1852	おじさん	"uncle@Mister, middle-aged man"	昨日<b>おじさん</b>に会いました。@今そこで隣の<b>おじさん</b>に会ったよ。	きのう <b>おじさん</b> に あいました@いま そこで となり の <b>おじさん</b> に あった よ	I met my uncle yesterday.@I just met the man next door.	0	おじさん@おじさん	0
1853	敷く	"lay, spread"	生まれて初めて布団を<b>敷いた</b>。	うまれて はじめて ふとん を <b>しいた</b>	I laid out the futon for the first time in my life.	0	しく	0
1854	雷	"thunder, lightning"	<b>雷</b>が鳴っています。	<b>かみなり</b> が なって います	Thunder is rumbling.	0	かみなり	0
1855	零	"zero, naught"	今ちょうど<b>零</b>時です。	いま ちょうど <b>れい</b>じ です	It's exactly midnight now.	0	れい	0
1856	仕舞う	put away	彼女は大切な書類を机に<b>仕舞った</b>。	かのじょ は たいせつ な しょるい を つくえ に <b>しまった</b>。	She put the important documents away in her desk.	0	しまう	0
1857	ひも	"laces, string, rope"	靴の<b>ひも</b>が切れた。	くつ の <b>ひも</b> が きれた	The shoe lace is broken.	0	ひも	0
1858	踊る	dance	彼女はクラブで<b>踊る</b>のが好きです。	かのじょ は くらぶ で <b>おどる</b> の が すき です	She likes to dance at the club.	0	おどる	0
1859	踊り	"dance, dancing"	この<b>踊り</b>は易しいですよ。	この <b>おどり</b> は やさしい です よ	This dance is easy.	0	おどり	0
1860	踏む	"step on, tread on"	運転手がブレーキを<b>踏んだ</b>。	うんてんしゅ が ぶれーき を <b>ふんだ</b>	The driver stepped on the brake.	0	ふむ	0
1861	踏切	railroad crossing	その<b>踏切</b>は長い。	その <b>ふみきり</b> は ながい	This railroad crossing has a long signal.	0	ふみきり	0
1862	蹴る	kick	ゴールキーパーがボールを<b>蹴った</b>。	ごーるきーぱー が ぼーる を <b>けった</b>。	The goalkeeper kicked the ball.	0	ける	0
1863	食堂	"dining hall, restaurant"	大学の<b>食堂</b>は安い。	だいがく の <b>しょくどう</b> は やすい	The university cafeteria is cheap.	0	しょくどう	0
1864	猫	"cat, feline"	私は<b>猫</b>が大好きです。	わたし は <b>ねこ</b> が だいすき です	I love cats.	0	ねこ	0
1865	文章	"writing, prose"	彼は<b>文章</b>がとてもうまい。	かれ は <b>ぶんしょう</b> が とても うまい	His writing is very good.	0	ぶんしょう	0
1866	やかん	kettle	<b>やかん</b>でお湯を沸かしました。	<b>やかん</b> で おゆ を わかしました	I boiled water in the kettle.	0	やかん	0
1867	丈夫	"healthy, stout"	祖母は身体が<b>丈夫</b>だ。	そぼ は からだ が <b>じょうぶ</b> だ	My grandmother is physically strong.	0	じょうぶ	0
1868	又	"again, also, or"	明日、<b>また</b>来ます。	あした <b>また</b> きます	I'll come again tomorrow.	0	また	0
1869	お祖父さん	grandfather	私の<b>お祖父さん</b>は毎日散歩します。	わたし の <b>おじいさん</b> は まいにち さんぽ します 。	My grandfather takes a walk every day.	0	おじいさん	0
1870	お祖母さん	grandmother	彼女は<b>お祖母さん</b>と住んでいる。	かのじょ は <b>おばあさん</b> と すん でいる 。	She lives with her grandmother.	0	おばあさん	0
1871	ようこそ	welcome	日本へ<b>ようこそ</b>。	にっぽん へ <b>ようこそ</b>	Welcome to Japan.	0	ようこそ	0
1872	うるさい	"noisy, annoying, pesky@noisy, bothersome"	この通りは車の音が<b>うるさい</b>。@あまり<b>うるさく</b>言わないで下さい。	この とおり は くるま の おと が <b>うるさい</b>@あまり <b>うるさく</b> いわない で ください	Traffic is noisy on this street.@Don't nag me so much.	0	うるさい@うるさい	0
1873	祖父	grandfather	<b>祖父</b>は元気です。	<b>そふ</b> は げんき です	My grandfather is well.	0	そふ	0
1874	祖母	grandmother	<b>祖母</b>は京都で生まれました。	<b>そぼ</b> は きょうと で うまれました	My grandmother was born in Kyoto.	0	そぼ	0
1875	風邪薬	remedy for a cold	この<b>風邪薬</b>を飲みなさい。	この <b>かぜぐすり</b> を のみなさい	Take this cold medicine.	0	かぜぐすり	0
1876	ウェーター	waiter	<b>ウェーター</b>が水を運んできました。	<b>うぇーたー</b> が みず を はこんで きました	The waiter brought some water.	0	ウェーター	0
1877	風呂屋	"bathhouse, public bath"	昨日、友達とお<b>風呂屋</b>さんに行った。	きのう ともだち と お<b>ふろや</b>さん に いった	I went with a friend to a public bath yesterday.	0	ふろや	0
1878	風呂	bath	父は今お<b>風呂</b>に入っています。	ちち は いま お <b>ふろ</b> に はいって います	My father's in the bath now.	0	ふろ	0
1879	昭和	Showa era	私の両親は<b>昭和</b>生まれです。	わたし の りょうしん は <b>しょうわ</b>うまれ です	My parents were born in the Showa era.	0	しょうわ	0
1880	紫	purple	彼女は<b>紫</b>のドレスを着ていた。	かのじょ は <b>むらさき</b> の どれす を きて いた	She wore a purple dress.	0	むらさき	0
1881	そんなに	"that, so"	一度に<b>そんなに</b>たくさんはできない。	いちど に <b>そんなに</b> たくさん は できない	You can't do that much at one time.	0	そんなに	0
1882	紅茶	black tea	温かい<b>紅茶</b>が飲みたい。	あたたかい <b>こうちゃ</b> が のみたい	I want to drink hot tea.	0	こうちゃ	0
1883	梅雨	rainy season	<b>梅雨</b>は6月頃です。	<b>つゆ</b> は ろくがつごろ です	The rainy season comes around June.	0	つゆ	0
